47.00000|1.00000|1.06500,0.18327,-1.60784
48.00000|1.00000|1.38016,0.13841,-1.89143
49.00000|3.00000|0.43330,1.34682,0.53279
50.00000|3.00000|-1.11673,1.02114,0.66461
51.00000|3.00000|-4.59232,0.80189,1.00047
52.00000|1.00000|-1.86941,-0.75247,-1.79695
53.00000|3.00000|1.13740,-2.67580,0.13055
54.00000|1.00000|1.44107,1.23332,0.01424
55.00000|1.00000|0.72320,1.72897,3.10608
56.00000|2.00000|1.14635,-1.62351,-0.97571
57.00000|1.00000|-2.32509,-0.50561,-0.82621
58.00000|3.00000|1.54003,2.02126,-0.95523
59.00000|2.00000|0.50319,-0.82368,0.51224
60.00000|2.00000|-1.07030,0.45274,-0.98236
61.00000|1.00000|-0.80030,1.36382,2.29516
62.00000|2.00000|0.56003,1.08352,1.38783
63.00000|3.00000|1.05148,-1.15976,1.46030
64.00000|1.00000|0.60748,0.83573,-0.59979
65.00000|3.00000|-0.01442,-0.93092,-1.75091
66.00000|2.00000|-0.82444,1.82928,0.46439
67.00000|1.00000|-0.03241,0.70748,1.29846
68.00000|1.00000|-1.35725,-0.67399,-0.34774
69.00000|2.00000|-0.02171,-1.37479,0.92652
70.00000|3.00000|-2.02131,0.00670,-2.58122
71.00000|1.00000|1.18151,1.23164,0.45718
72.00000|1.00000|-1.19525,0.86745,-0.20691
73.00000|2.00000|-1.48260,-0.99871,0.51522
74.00000|2.00000|1.48493,1.65266,-0.76824
75.00000|2.00000|-0.84241,1.08709,-0.13779
76.00000|2.00000|-1.47414,-0.53994,0.15082
77.00000|1.00000|-0.59141,1.85307,-0.01426
78.00000|2.00000|0.72131,-1.50564,1.43710
79.00000|2.00000|-3.95091,0.58160,0.48940
80.00000|2.00000|0.54415,1.36594,0.22064
81.00000|1.00000|-0.98065,0.69663,1.42996
82.00000|2.00000|-0.84550,0.75554,1.52562
83.00000|3.00000|-1.40793,-1.16639,1.03591
84.00000|2.00000|0.59969,0.11184,0.74416
85.00000|2.00000|-3.84734,-0.04657,1.85127
86.00000|1.00000|-1.31330,-0.87541,0.65013
87.00000|2.00000|0.55298,-2.40923,-0.19324
88.00000|1.00000|2.07639,0.90249,1.19994
89.00000|3.00000|-0.94062,1.59645,-0.28133
90.00000|1.00000|-1.60045,-0.06288,-0.52911
91.00000|1.00000|0.73068,1.66659,1.65512
92.00000|1.00000|-0.79411,0.67424,-0.22191
93.00000|2.00000|-0.34953,-0.82181,-1.65567
94.00000|3.00000|0.46652,0.22696,-0.11916
95.00000|2.00000|-0.25623,-0.99347,0.18810
96.00000|2.00000|-1.09488,1.40595,0.50587
97.00000|1.00000|-0.68826,1.00860,-0.34415
98.00000|2.00000|-0.61495,0.93088,-0.24599
99.00000|1.00000|0.34466,-1.84226,0.94551
100.00000|2.00000|-1.16526,0.25306,-0.41660
101.00000|1.00000|1.96499,2.12449,0.36901
102.00000|1.00000|-0.19506,-2.27040,0.60028
103.00000|1.00000|-0.51234,0.92718,-1.18699
104.00000|1.00000|1.33203,2.55126,-1.87348
105.00000|1.00000|-3.64461,-0.32709,1.25396
106.00000|2.00000|-2.00553,-0.74821,-0.14003
107.00000|3.00000|-1.37036,-1.12768,-0.36400
108.00000|3.00000|0.09684,-2.02399,-0.56933
109.00000|3.00000|0.83132,1.15865,0.15479
110.00000|2.00000|-1.69645,-0.87178,0.43914
111.00000|3.00000|0.51628,-1.36136,-0.88825
112.00000|3.00000|1.98531,2.33278,0.79137
113.00000|1.00000|1.21542,-1.87111,0.28213
114.00000|3.00000|-0.78983,0.73574,0.52915
115.00000|3.00000|1.96434,2.47376,-0.89553
116.00000|2.00000|-0.76625,0.98415,2.29221
117.00000|2.00000|-2.50448,-0.12563,0.12340
118.00000|2.00000|-0.02239,1.15021,-0.79073
119.00000|1.00000|-0.86544,2.39218,-0.27280
120.00000|1.00000|-1.51453,-0.15380,0.79190
121.00000|1.00000|1.60391,0.15304,0.46670
122.00000|1.00000|-0.42547,-1.66342,-0.83729
123.00000|3.00000|-1.37813,-1.14107,0.62723
124.00000|1.00000|-1.14962,0.16840,1.28050
125.00000|3.00000|-1.04906,-0.55703,0.47033
126.00000|3.00000|0.89389,-0.40563,-0.90221
127.00000|3.00000|1.77312,1.65549,0.82382
128.00000|3.00000|-0.87770,1.09155,-0.29108
129.00000|3.00000|-1.37851,0.14257,0.46135
130.00000|2.00000|-2.44887,0.38132,-0.00448
131.00000|3.00000|0.67630,1.77470,0.11531
132.00000|2.00000|-1.05234,0.78049,-0.45617
133.00000|1.00000|-1.02167,1.47311,-0.31267
134.00000|3.00000|-0.28085,-1.20882,-0.35955
135.00000|1.00000|1.66381,0.78874,0.32022
136.00000|1.00000|-1.47879,0.85751,1.12415
137.00000|1.00000|-0.93757,1.20430,0.79970
138.00000|2.00000|-0.39426,-1.24960,1.30615
139.00000|3.00000|0.55707,1.26504,-0.47410
140.00000|3.00000|-0.72702,-1.33354,-2.03518
141.00000|1.00000|1.65450,2.29229,0.37805
142.00000|1.00000|-0.88638,1.78725,1.44192
143.00000|2.00000|0.25037,1.21610,0.71273
144.00000|3.00000|0.01474,0.86037,1.47137
145.00000|2.00000|-0.31058,-1.25234,-0.43735
146.00000|3.00000|-2.55629,-0.22806,0.24731
147.00000|2.00000|1.15410,1.12890,1.11827
148.00000|1.00000|0.96536,-1.64195,0.86485
149.00000|2.00000|1.69868,3.20185,-0.67247
150.00000|1.00000|-0.87180,1.59808,-1.31745
151.00000|3.00000|1.05507,1.07271,1.42572
152.00000|2.00000|-0.64078,0.65473,-0.05967
153.00000|1.00000|-0.46855,1.91890,-1.24821
154.00000|2.00000|-0.96874,1.41932,-0.58937
155.00000|2.00000|0.32729,0.47007,0.28644
156.00000|1.00000|-1.16016,1.01463,-1.69526
157.00000|1.00000|-0.72467,-0.94304,0.70055
158.00000|1.00000|-0.98816,1.43909,2.02388
159.00000|1.00000|2.38072,0.55442,0.92022
160.00000|1.00000|-1.03506,1.42893,-0.51149
161.00000|3.00000|1.24582,0.57211,0.22496
162.00000|1.00000|-2.34070,0.24371,-0.57864
163.00000|1.00000|-0.80460,1.77773,0.10662
164.00000|1.00000|0.91847,0.28494,-1.05349
165.00000|2.00000|1.56127,2.55815,0.68561
166.00000|1.00000|0.97476,0.84113,0.17485
167.00000|1.00000|1.23223,-1.62246,0.49132
168.00000|3.00000|-0.19993,-1.70102,-1.48941
169.00000|3.00000|-2.40449,-0.23663,-1.29844
170.00000|2.00000|-2.18530,0.25555,-1.29894
171.00000|1.00000|2.09015,1.35731,-1.19101
172.00000|1.00000|-0.70773,1.26296,-0.11833
173.00000|2.00000|0.20082,1.04289,1.21082
174.00000|1.00000|-1.07967,0.98682,-0.07786
175.00000|2.00000|-0.90571,1.44491,-1.32837
176.00000|2.00000|-0.55174,2.26847,0.28807
177.00000|3.00000|-0.65175,1.04641,-0.40268
178.00000|1.00000|-2.45456,-0.96368,1.14147
179.00000|2.00000|1.97008,1.40777,-1.16533
180.00000|1.00000|-0.95696,0.94548,1.69404
181.00000|3.00000|1.08518,2.39874,0.08017
182.00000|3.00000|0.27492,1.86991,-0.45453
183.00000|1.00000|-1.17351,0.44216,-0.79764
184.00000|1.00000|0.96973,-0.60363,-0.29637
185.00000|2.00000|-0.19813,-1.12498,0.10980
186.00000|2.00000|-1.99275,-0.73625,0.04337
187.00000|3.00000|1.71459,1.10173,1.77591
188.00000|2.00000|1.47963,2.74547,-0.42214
189.00000|2.00000|-1.26951,0.19923,0.78659
190.00000|2.00000|0.92365,1.90529,0.09617
191.00000|1.00000|-1.32405,1.06098,-0.35262
192.00000|2.00000|1.63874,1.13045,-1.86953
193.00000|3.00000|1.51984,1.13736,1.46011
194.00000|1.00000|-0.99468,-1.58010,1.54143
195.00000|3.00000|-1.24101,0.16348,-0.61486
196.00000|1.00000|-0.72386,1.62299,0.22850
197.00000|2.00000|-1.02473,0.58765,-0.47888
198.00000|1.00000|-1.09951,1.56021,-0.61331
199.00000|1.00000|0.76694,-1.39392,1.01650
200.00000|1.00000|-1.07632,0.58911,-0.13972
201.00000|2.00000|1.60928,0.13428,-0.57176
202.00000|2.00000|-0.97204,-1.61598,0.75625
203.00000|1.00000|-1.90701,0.55672,0.76600
204.00000|3.00000|-0.01543,0.42430,0.04166
205.00000|2.00000|0.64563,1.13124,-0.50965
206.00000|2.00000|-0.78184,1.18875,0.51069
207.00000|2.00000|-2.74632,-0.55200,-1.27704
208.00000|3.00000|-1.72317,-0.74804,-0.19504
209.00000|3.00000|-0.71903,1.55892,1.61421
210.00000|1.00000|-1.03478,0.53277,-0.57997
211.00000|2.00000|-0.83447,1.77075,0.86137
212.00000|3.00000|-1.01958,0.95391,0.90117
213.00000|3.00000|0.30611,0.46005,0.32760
214.00000|3.00000|0.70536,-1.42009,-0.77731
215.00000|2.00000|-0.79404,-1.37835,0.01830
216.00000|2.00000|-0.97220,-1.43883,1.79274
217.00000|2.00000|2.25744,0.67823,0.78602
218.00000|1.00000|1.26194,2.38471,0.16370
219.00000|1.00000|-1.32467,0.14212,-0.31894
220.00000|1.00000|-0.51582,2.69405,0.37424
221.00000|3.00000|1.62792,1.01292,-0.35959
222.00000|1.00000|-0.92700,1.12490,-0.18725
223.00000|3.00000|-1.23561,0.60671,-0.17888
224.00000|3.00000|0.61801,-1.53720,0.03226
225.00000|3.00000|-1.08665,-1.21484,-2.00447
226.00000|1.00000|-0.91778,0.41101,0.68219
227.00000|3.00000|-1.16367,0.70056,-0.39143
228.00000|2.00000|-0.42497,0.94369,2.28434
229.00000|2.00000|1.46473,0.76004,0.81385
230.00000|3.00000|0.25625,1.07011,-0.39179
231.00000|3.00000|1.32201,1.07539,0.42565
232.00000|3.00000|-1.40232,-1.29333,-0.07177
233.00000|1.00000|-0.33666,-0.54875,-0.27356
234.00000|2.00000|-0.84707,0.92199,-0.39618
235.00000|1.00000|0.43990,-1.91737,0.54652
236.00000|1.00000|1.02716,1.05165,0.71489
237.00000|3.00000|0.52119,-1.90384,-0.13799
238.00000|3.00000|-1.37618,-0.80641,0.57225
239.00000|2.00000|-1.02711,1.19603,0.03775
240.00000|3.00000|1.02599,1.74238,-0.87218
241.00000|1.00000|1.83218,1.49011,-1.23438
242.00000|2.00000|-0.62757,1.51797,0.59222
243.00000|3.00000|-1.00360,0.73899,2.24104
244.00000|3.00000|1.79538,-0.84143,1.17281
245.00000|1.00000|1.35109,1.16516,0.61223
246.00000|3.00000|-0.80329,0.95911,-0.54811
247.00000|3.00000|-1.00642,1.21272,-0.25451
248.00000|2.00000|-0.89039,0.52757,0.32704
249.00000|1.00000|-1.19608,0.78015,-1.04030
250.00000|1.00000|-1.38349,-0.72494,0.35721
251.00000|1.00000|-0.92324,0.58277,-1.70630
252.00000|1.00000|1.28528,-0.20942,0.34293
253.00000|3.00000|-0.89976,0.75744,-4.16327
254.00000|2.00000|0.04950,0.52841,0.50102
255.00000|2.00000|-2.02162,-0.02845,0.79979
256.00000|2.00000|-0.26533,-2.48631,-0.42433
257.00000|1.00000|-0.97461,0.56105,3.71024
258.00000|2.00000|-1.10486,0.74769,0.92556
259.00000|3.00000|-0.95790,1.24388,-0.74780
260.00000|2.00000|-0.36120,1.48084,-0.76591
261.00000|1.00000|-1.27265,0.83311,-0.49096
262.00000|2.00000|1.69955,-1.77754,-0.01361
263.00000|2.00000|0.95593,-1.64707,0.46661
264.00000|3.00000|0.66946,0.99170,-0.06773
265.00000|2.00000|-0.81909,-1.60056,0.21687
266.00000|3.00000|-0.39444,-0.90973,1.05255
267.00000|2.00000|-0.66721,-1.19571,0.03878
268.00000|2.00000|1.42475,0.36477,1.55150
269.00000|1.00000|1.36111,2.18408,-0.99517
270.00000|2.00000|-1.10250,-0.59886,-0.06570
271.00000|1.00000|-1.48709,-0.44682,-0.59638
272.00000|2.00000|-0.30993,2.59744,-1.87344
273.00000|2.00000|1.08640,1.02800,-1.79878
274.00000|1.00000|-1.06366,0.76068,-0.54665
275.00000|2.00000|-1.03471,1.04121,0.17309
276.00000|3.00000|-0.66326,2.28065,1.70201
277.00000|1.00000|-0.28580,-0.35340,2.10181
278.00000|3.00000|-2.32306,-1.23750,1.17983
279.00000|2.00000|0.21332,-1.31266,0.20590
280.00000|2.00000|1.28206,2.17523,-1.02382
281.00000|1.00000|-0.91349,0.56615,0.53412
282.00000|1.00000|1.16774,0.41229,0.62440
283.00000|1.00000|-2.68993,-0.98288,-2.24454
284.00000|1.00000|-1.39883,0.28656,-1.83246
285.00000|2.00000|-1.23366,1.16768,0.11758
286.00000|3.00000|0.68101,1.33730,0.83674
287.00000|2.00000|0.30062,0.61176,0.66595
288.00000|2.00000|1.25730,0.45922,0.05441
289.00000|1.00000|1.27113,0.55926,0.14173
290.00000|2.00000|-1.24735,-0.93495,0.72233
291.00000|1.00000|0.73858,2.06922,0.22455
292.00000|1.00000|1.86054,2.36615,1.13784
293.00000|1.00000|-0.92136,1.06952,-0.71206
294.00000|2.00000|0.76520,0.39063,2.14982
295.00000|2.00000|-0.66313,-1.51411,0.00084
296.00000|1.00000|-0.94604,1.32340,2.04191
297.00000|2.00000|-1.21646,-0.62635,1.71819
298.00000|1.00000|0.11007,-1.24838,-1.03970
299.00000|2.00000|0.76397,-1.91973,-0.84079
300.00000|3.00000|-1.47978,-1.06589,1.70888
301.00000|2.00000|-0.82387,0.65484,-0.73306
302.00000|1.00000|1.23495,0.50234,-0.23473
303.00000|2.00000|-1.48272,0.19899,-0.00051
304.00000|2.00000|-1.23335,0.84084,-0.07861
305.00000|3.00000|-2.12406,-0.67214,-0.99328
306.00000|1.00000|-2.31440,-0.72322,-0.48369
307.00000|1.00000|-2.20998,-0.31746,-1.30271
308.00000|2.00000|-1.45690,0.09565,-1.57732
309.00000|2.00000|-0.60748,1.41444,-0.55768
310.00000|1.00000|-2.06547,0.49975,0.22057
311.00000|2.00000|1.05329,1.26722,-0.70851
312.00000|3.00000|1.31987,0.80677,1.61698
313.00000|3.00000|-1.10311,1.64094,0.74702
314.00000|1.00000|1.06352,1.57520,-0.73337
315.00000|2.00000|-1.53475,-0.66531,0.18678
316.00000|3.00000|0.59212,-1.84408,0.12586
317.00000|1.00000|0.88022,1.29358,0.84952
318.00000|1.00000|1.70064,1.13501,0.39631
319.00000|3.00000|-1.05668,0.52831,-0.80747
320.00000|3.00000|-1.83128,-0.16923,-0.97244
321.00000|2.00000|1.96772,0.49627,0.29596
322.00000|3.00000|-1.80318,-0.99319,-0.50786
323.00000|1.00000|1.88832,1.91056,-0.25974
324.00000|1.00000|-0.76604,1.67418,0.58403
325.00000|1.00000|0.40219,0.27994,0.52667
326.00000|1.00000|-0.97815,-1.16849,-1.33735
327.00000|2.00000|-1.34255,-0.34274,2.17078
328.00000|1.00000|0.82952,-0.15000,1.28292
329.00000|3.00000|-0.92287,-1.35845,-0.63633
330.00000|3.00000|-0.72261,-0.25528,0.81438
331.00000|1.00000|-0.13428,-1.40055,-0.49040
332.00000|1.00000|-0.39951,2.06264,-0.19517
333.00000|2.00000|-3.32442,-0.26474,-1.53159
334.00000|3.00000|1.78442,1.74596,-1.19303
335.00000|3.00000|-1.45253,0.68016,0.35827
336.00000|1.00000|-1.05032,1.45915,0.19691
337.00000|2.00000|0.58448,-1.90178,-0.03614
338.00000|3.00000|1.51602,1.05792,1.05183
339.00000|1.00000|-0.86563,1.71810,-0.26388
340.00000|2.00000|-1.03949,0.78528,0.15945
341.00000|2.00000|1.16845,-2.17199,-0.16158
342.00000|3.00000|0.03456,-1.56009,-1.01686
343.00000|2.00000|0.17947,0.17415,0.77073
344.00000|2.00000|-1.19943,0.64738,-2.33901
345.00000|3.00000|0.80109,2.24987,1.19942
346.00000|1.00000|-3.00886,-0.21915,0.06035
347.00000|2.00000|0.82839,1.21730,-1.16369
348.00000|3.00000|-0.88708,0.89016,-0.43052
349.00000|3.00000|1.03509,-2.28726,0.08353
350.00000|2.00000|-0.74002,0.64371,0.83398
351.00000|2.00000|-1.09651,-0.63836,0.10008
352.00000|1.00000|-1.43836,-0.53383,-1.21196
353.00000|2.00000|-0.81432,1.17379,0.30454
354.00000|1.00000|-1.13963,0.56585,2.16988
355.00000|2.00000|-1.89119,-0.36856,-0.09001
356.00000|2.00000|-3.45215,0.20867,-0.06249
357.00000|2.00000|0.32030,0.22165,-1.25928
358.00000|2.00000|-0.53640,-0.77286,0.25286
359.00000|1.00000|0.24268,0.04229,-0.19461
360.00000|3.00000|1.06886,-1.60395,-1.58711
361.00000|1.00000|-0.82305,0.74032,-0.62517
362.00000|2.00000|-0.01595,-1.00482,-0.66323
363.00000|1.00000|-0.80137,-1.47699,-0.76508
364.00000|2.00000|-1.26428,0.66036,0.35772
365.00000|1.00000|-0.67157,1.74390,0.02341
366.00000|3.00000|1.05943,0.08869,0.14050
367.00000|3.00000|0.72818,1.23254,-0.62197
368.00000|3.00000|0.68127,0.34905,-0.51381
369.00000|3.00000|-0.04728,-1.33197,-0.69537
370.00000|2.00000|-2.01000,-0.35618,-1.05817
371.00000|1.00000|1.06260,1.50053,-0.83746
372.00000|1.00000|-0.36449,1.42154,1.41443
373.00000|1.00000|-3.94053,-0.81739,-0.68836
374.00000|1.00000|1.24106,-2.73828,0.27351
375.00000|1.00000|1.04458,1.71773,0.05326
376.00000|3.00000|-1.06721,0.56991,0.84993
377.00000|3.00000|-0.94844,1.08641,1.06343
378.00000|3.00000|-1.16235,1.36239,-1.58194
379.00000|1.00000|-1.18660,0.98690,-0.42845
380.00000|1.00000|1.56683,1.10106,-2.25729
381.00000|3.00000|1.85635,1.70414,1.26982
382.00000|2.00000|-1.94132,-1.84356,0.32731
383.00000|3.00000|-1.12160,0.62864,1.77054
384.00000|1.00000|1.51439,1.31321,0.02911
385.00000|1.00000|-1.27952,-0.85981,-1.62205
386.00000|1.00000|0.32318,1.47112,0.41048
387.00000|2.00000|-0.87937,1.06049,-0.04020
388.00000|2.00000|1.88788,1.63171,-0.64528
389.00000|2.00000|-1.54284,0.00762,-0.31066
390.00000|2.00000|-1.13610,0.51229,0.19677
391.00000|1.00000|-1.35325,0.78703,-0.40067
392.00000|2.00000|-2.62210,0.59075,0.22378
393.00000|1.00000|-0.15880,0.83878,0.09632
394.00000|2.00000|-0.82537,-0.63100,1.20654
395.00000|1.00000|1.48705,0.88300,-0.02614
396.00000|1.00000|1.53803,0.95612,1.13742
397.00000|2.00000|-0.34574,2.27933,0.55104
398.00000|1.00000|0.43657,0.82022,-1.78814
399.00000|1.00000|-1.11058,-0.55487,1.11484
400.00000|2.00000|-2.92717,-0.80157,1.18223
